s       |  code       |  functions       |  Mean
10       |  WALKING       |  fBodyGyro.std...X       |  -0.460756918867925
10       |  WALKING       |  fBodyGyro.std...Y       |  -0.576619077169811
10       |  WALKING       |  fBodyGyro.std...Z       |  -0.59803969245283
10       |  WALKING       |  tBodyAcc.mean...X       |  0.275945842830189
10       |  WALKING       |  tBodyAcc.mean...Y       |  -0.0172245496584906
10       |  WALKING       |  tBodyAcc.mean...Z       |  -0.10442407190566
10       |  WALKING       |  tBodyAcc.std...X       |  -0.53039983245283
10       |  WALKING       |  tBodyAcc.std...Y       |  -0.154902091018868
10       |  WALKING       |  tBodyAcc.std...Z       |  -0.405932976792453
10       |  WALKING       |  tBodyAccJerk.mean...X       |  0.0776744788128302
10       |  WALKING       |  tBodyAccJerk.mean...Y       |  0.00376276777830189
10       |  WALKING       |  tBodyAccJerk.mean...Z       |  -6.31795037735831e-05
10       |  WALKING       |  tBodyAccJerk.std...X       |  -0.536863866415094
10       |  WALKING       |  tBodyAccJerk.std...Y       |  -0.359898772075472
10       |  WALKING       |  tBodyAccJerk.std...Z       |  -0.598691264716981
10       |  WALKING       |  tBodyAccJerkMag.mean..       |  -0.479284003396226
10       |  WALKING       |  tBodyAccJerkMag.std..       |  -0.466431026603774
10       |  WALKING       |  tBodyAccMag.mean..       |  -0.35791982245283
10       |  WALKING       |  tBodyAccMag.std..       |  -0.523746327924528
10       |  WALKING       |  tBodyGyro.mean...X       |  -0.0153608121830189
10       |  WALKING       |  tBodyGyro.mean...Y       |  -0.0826980358113207
10       |  WALKING       |  tBodyGyro.mean...Z       |  0.0843707459056604
10       |  WALKING       |  tBodyGyro.std...X       |  -0.445981829811321
10       |  WALKING       |  tBodyGyro.std...Y       |  -0.599984838301887
10       |  WALKING       |  tBodyGyro.std...Z       |  -0.547972356037736
10       |  WALKING       |  tBodyGyroJerk.mean...X       |  -0.10618684354717
10       |  WALKING       |  tBodyGyroJerk.mean...Y       |  -0.0422326527943396
10       |  WALKING       |  tBodyGyroJerk.mean...Z       |  -0.0515758698975472
10       |  WALKING       |  tBodyGyroJerk.std...X       |  -0.505622431320755
10       |  WALKING       |  tBodyGyroJerk.std...Y       |  -0.748342893018868
10       |  WALKING       |  tBodyGyroJerk.std...Z       |  -0.626280039433962
10       |  WALKING       |  tBodyGyroJerkMag.mean..       |  -0.648621897169811
10       |  WALKING       |  tBodyGyroJerkMag.std..       |  -0.72272657245283
10       |  WALKING       |  tBodyGyroMag.mean..       |  -0.416183196037736
10       |  WALKING       |  tBodyGyroMag.std..       |  -0.51391194754717
10       |  WALKING       |  tGravityAcc.mean...X       |  0.963190279622641
10       |  WALKING       |  tGravityAcc.mean...Y       |  -0.137512144150943
10       |  WALKING       |  tGravityAcc.mean...Z       |  0.0918593671320755
10       |  WALKING       |  tGravityAcc.std...X       |  -0.982173579245283
10       |  WALKING       |  tGravityAcc.std...Y       |  -0.963541817169811
10       |  WALKING       |  tGravityAcc.std...Z       |  -0.946515348113208
10       |  WALKING       |  tGravityAccMag.mean..       |  -0.35791982245283
10       |  WALKING       |  tGravityAccMag.std..       |  -0.523746327924528
10       |  WALKING_DOWNSTAIRS       |  angle.X.gravityMean.       |  -0.884805865357143
10       |  WALKING_DOWNSTAIRS       |  angle.Y.gravityMean.       |  0.141412650714286
10       |  WALKING_DOWNSTAIRS       |  angle.Z.gravityMean.       |  -0.0515721404285714
10       |  WALKING_DOWNSTAIRS       |  angle.tBodyAccJerkMean..gravityMean.       |  -0.174104995714286
10       |  WALKING_DOWNSTAIRS       |  angle.tBodyAccMean.gravity.       |  -0.116424252642857
10       |  WALKING_DOWNSTAIRS       |  angle.tBodyGyroJerkMean.gravityMean.       |  0.00835556285714285
10       |  WALKING_DOWNSTAIRS       |  angle.tBodyGyroMean.gravityMean.       |  -0.0261806971428571
10       |  WALKING_DOWNSTAIRS       |  fBodyAcc.mean...X       |  -0.340520417857143
10       |  WALKING_DOWNSTAIRS       |  fBodyAcc.mean...Y       |  -0.137944028107143
10       |  WALKING_DOWNSTAIRS       |  fBodyAcc.mean...Z       |  -0.564385434285714
10       |  WALKING_DOWNSTAIRS       |  fBodyAcc.meanFreq...X       |  -0.557963446785714
10       |  WALKING_DOWNSTAIRS       |  fBodyAcc.meanFreq...Y       |  -0.21498935175
10       |  WALKING_DOWNSTAIRS       |  fBodyAcc.meanFreq...Z       |  -0.103792414678571
10       |  WALKING_DOWNSTAIRS       |  fBodyAcc.std...X       |  -0.1600188204
10       |  WALKING_DOWNSTAIRS       |  fBodyAcc.std...Y       |  -0.080429767575
10       |  WALKING_DOWNSTAIRS       |  fBodyAcc.std...Z       |  -0.449956415
10       |  WALKING_DOWNSTAIRS       |  fBodyAccJerk.mean...X       |  -0.487892786428571
10       |  WALKING_DOWNSTAIRS       |  fBodyAccJerk.mean...Y       |  -0.380067552142857
10       |  WALKING_DOWNSTAIRS       |  fBodyAccJerk.mean...Z       |  -0.676043051428571
10       |  WALKING_DOWNSTAIRS       |  fBodyAccJerk.meanFreq...X       |  -0.409405592142857
10       |  WALKING_DOWNSTAIRS       |  fBodyAccJerk.meanFreq...Y       |  -0.5784250975
10       |  WALKING_DOWNSTAIRS       |  fBodyAccJerk.meanFreq...Z       |  -0.367490806035714
10       |  WALKING_DOWNSTAIRS       |  fBodyAccJerk.std...X       |  -0.479665253571429
10       |  WALKING_DOWNSTAIRS       |  fBodyAccJerk.std...Y       |  -0.307548035214286
10       |  WALKING_DOWNSTAIRS       |  fBodyAccJerk.std...Z       |  -0.717066101785714
10       |  WALKING_DOWNSTAIRS       |  fBodyAccMag.mean..       |  -0.233782326285714
10       |  WALKING_DOWNSTAIRS       |  fBodyAccMag.meanFreq..       |  -0.158742248821429
10       |  WALKING_DOWNSTAIRS       |  fBodyAccMag.std..       |  -0.305587892857143
10       |  WALKING_DOWNSTAIRS       |  fBodyBodyAccJerkMag.mean..       |  -0.434954052857143
10       |  WALKING_DOWNSTAIRS       |  fBodyBodyAccJerkMag.meanFreq..       |  -0.0152461776792857
10       |  WALKING_DOWNSTAIRS       |  fBodyBodyAccJerkMag.std..       |  -0.461963708214286
10       |  WALKING_DOWNSTAIRS       |  fBodyBodyGyroJerkMag.mean..       |  -0.642043724642857
10       |  WALKING_DOWNSTAIRS       |  fBodyBodyGyroJerkMag.meanFreq..       |  -0.133817409464286
10       |  WALKING_DOWNSTAIRS       |  fBodyBodyGyroJerkMag.std..       |  -0.640709578928571
10       |  WALKING_DOWNSTAIRS       |  fBodyBodyGyroMag.mean..       |  -0.435703336428571
10       |  WALKING_DOWNSTAIRS       |  fBodyBodyGyroMag.meanFreq..       |  -0.123856326607143
10       |  WALKING_DOWNSTAIRS       |  fBodyBodyGyroMag.std..       |  -0.372183187607143
10       |  WALKING_DOWNSTAIRS       |  fBodyGyro.mean...X       |  -0.1472903065
10       |  WALKING_DOWNSTAIRS       |  fBodyGyro.mean...Y       |  -0.604609980357143
10       |  WALKING_DOWNSTAIRS       |  fBodyGyro.mean...Z       |  -0.416549110357143
10       |  WALKING_DOWNSTAIRS       |  fBodyGyro.meanFreq...X       |  -0.315399594464286
10       |  WALKING_DOWNSTAIRS       |  fBodyGyro.meanFreq...Y       |  -0.4646620475
10       |  WALKING_DOWNSTAIRS       |  fBodyGyro.meanFreq...Z       |  -0.185519108178571
10       |  WALKING_DOWNSTAIRS       |  fBodyGyro.std...X       |  -0.229319222464286
10       |  WALKING_DOWNSTAIRS       |  fBodyGyro.std...Y       |  -0.433643909285714
10       |  WALKING_DOWNSTAIRS       |  fBodyGyro.std...Z       |  -0.523130193928571
10       |  WALKING_DOWNSTAIRS       |  tBodyAcc.mean...X       |  0.296690612857143
10       |  WALKING_DOWNSTAIRS       |  tBodyAcc.mean...Y       |  -0.0205506051878571
10       |  WALKING_DOWNSTAIRS       |  tBodyAcc.mean...Z       |  -0.106524619607143
10       |  WALKING_DOWNSTAIRS       |  tBodyAcc.std...X       |  -0.205881450607143
10       |  WALKING_DOWNSTAIRS       |  tBodyAcc.std...Y       |  -0.0599912995821429
10       |  WALKING_DOWNSTAIRS       |  tBodyAcc.std...Z       |  -0.461212666428571
10       |  WALKING_DOWNSTAIRS       |  tBodyAccJerk.mean...X       |  0.133531791857143
10       |  WALKING_DOWNSTAIRS       |  tBodyAccJerk.mean...Y       |  -0.0133344074607143
10       |  WALKING_DOWNSTAIRS       |  tBodyAccJerk.mean...Z       |  -0.0182561043321429
10       |  WALKING_DOWNSTAIRS       |  tBodyAccJerk.std...X       |  -0.459928121071429
10       |  WALKING_DOWNSTAIRS       |  tBodyAccJerk.std...Y       |  -0.323871446428571
10       |  WALKING_DOWNSTAIRS       |  tBodyAccJerk.std...Z       |  -0.697111563214286
10       |  WALKING_DOWNSTAIRS       |  tBodyAccJerkMag.mean..       |  -0.461497063214286
10       |  WALKING_DOWNSTAIRS       |  tBodyAccJerkMag.std..       |  -0.444604410714286
10       |  WALKING_DOWNSTAIRS       |  tBodyAccMag.mean..       |  -0.173970565642857
10       |  WALKING_DOWNSTAIRS       |  tBodyAccMag.std..       |  -0.199262079321429
10       |  WALKING_DOWNSTAIRS       |  tBodyGyro.mean...X       |  0.0261873826785714
10       |  WALKING_DOWNSTAIRS       |  tBodyGyro.mean...Y       |  -0.118355851338571
10       |  WALKING_DOWNSTAIRS       |  tBodyGyro.mean...Z       |  0.09414049
10       |  WALKING_DOWNSTAIRS       |  tBodyGyro.std...X       |  -0.204198846642857
10       |  WALKING_DOWNSTAIRS       |  tBodyGyro.std...Y       |  -0.489283949285714
10       |  WALKING_DOWNSTAIRS       |  tBodyGyro.std...Z       |  -0.458639919642857
10       |  WALKING_DOWNSTAIRS       |  tBodyGyroJerk.mean...X       |  -0.113331298742857
10       |  WALKING_DOWNSTAIRS       |  tBodyGyroJerk.mean...Y       |  -0.0410931850560714
10       |  WALKING_DOWNSTAIRS       |  tBodyGyroJerk.mean...Z       |  -0.0491398840642857
10       |  WALKING_DOWNSTAIRS       |  tBodyGyroJerk.std...X       |  -0.355716710357143
10       |  WALKING_DOWNSTAIRS       |  tBodyGyroJerk.std...Y       |  -0.783926959642857
10       |  WALKING_DOWNSTAIRS       |  tBodyGyroJerk.std...Z       |  -0.567630066428571
10       |  WALKING_DOWNSTAIRS       |  tBodyGyroJerkMag.mean..       |  -0.627293201785714
10       |  WALKING_DOWNSTAIRS       |  tBodyGyroJerkMag.std..       |  -0.629950471071429
10       |  WALKING_DOWNSTAIRS       |  tBodyGyroMag.mean..       |  -0.151058874103571
10       |  WALKING_DOWNSTAIRS       |  tBodyGyroMag.std..       |  -0.325158498214286
10       |  WALKING_DOWNSTAIRS       |  tGravityAcc.mean...X       |  0.962902198571429
10       |  WALKING_DOWNSTAIRS       |  tGravityAcc.mean...Y       |  -0.0840033636428571
10       |  WALKING_DOWNSTAIRS       |  tGravityAcc.mean...Z       |  0.104639157357143
10       |  WALKING_DOWNSTAIRS       |  tGravityAcc.std...X       |  -0.965368081785714
10       |  WALKING_DOWNSTAIRS       |  tGravityAcc.std...Y       |  -0.934612971785714
10       |  WALKING_DOWNSTAIRS       |  tGravityAcc.std...Z       |  -0.917131001428571
10       |  WALKING_DOWNSTAIRS       |  tGravityAccMag.mean..       |  -0.173970565642857
10       |  WALKING_DOWNSTAIRS       |  tGravityAccMag.std..       |  -0.199262079321429
10       |  WALKING_UPSTAIRS       |  angle.X.gravityMean.       |  -0.778705204
10       |  WALKING_UPSTAIRS       |  angle.Y.gravityMean.       |  0.249817539
10       |  WALKING_UPSTAIRS       |  angle.Z.gravityMean.       |  0.03442081646
10       |  WALKING_UPSTAIRS       |  angle.tBodyAccJerkMean..gravityMean.       |  0.008081495
10       |  WALKING_UPSTAIRS       |  angle.tBodyAccMean.gravity.       |  0.0403866655
10       |  WALKING_UPSTAIRS       |  angle.tBodyGyroJerkMean.gravityMean.       |  0.0646595538666667
10       |  WALKING_UPSTAIRS       |  angle.tBodyGyroMean.gravityMean.       |  -0.201938513666667
10       |  WALKING_UPSTAIRS       |  fBodyAcc.mean...X       |  -0.476237166666667
10       |  WALKING_UPSTAIRS       |  fBodyAcc.mean...Y       |  -0.313641444666667
10       |  WALKING_UPSTAIRS       |  fBodyAcc.mean...Z       |  -0.507948892666667
10       |  WALKING_UPSTAIRS       |  fBodyAcc.meanFreq...X       |  -0.5118079919
10       |  WALKING_UPSTAIRS       |  fBodyAcc.meanFreq...Y       |  -0.3208845213
10       |  WALKING_UPSTAIRS       |  fBodyAcc.meanFreq...Z       |  -0.442995365
10       |  WALKING_UPSTAIRS       |  fBodyAcc.std...X       |  -0.406862049333333
10       |  WALKING_UPSTAIRS       |  fBodyAcc.std...Y       |  -0.169388073133333
10       |  WALKING_UPSTAIRS       |  fBodyAcc.std...Z       |  -0.1696178431
10       |  WALKING_UPSTAIRS       |  fBodyAccJerk.mean...X       |  -0.619497532
10       |  WALKING_UPSTAIRS       |  fBodyAccJerk.mean...Y       |  -0.590403803
10       |  WALKING_UPSTAIRS       |  fBodyAccJerk.mean...Z       |  -0.756936077333333
10       |  WALKING_UPSTAIRS       |  fBodyAccJerk.meanFreq...X       |  -0.36663566282
10       |  WALKING_UPSTAIRS       |  fBodyAccJerk.meanFreq...Y       |  -0.621765858333333
10       |  WALKING_UPSTAIRS       |  fBodyAccJerk.meanFreq...Z       |  -0.588696801333333
10       |  WALKING_UPSTAIRS       |  fBodyAccJerk.std...X       |  -0.652118088666667
10       |  WALKING_UPSTAIRS       |  fBodyAccJerk.std...Y       |  -0.581499780333333
10       |  WALKING_UPSTAIRS       |  fBodyAccJerk.std...Z       |  -0.799677786
10       |  WALKING_UPSTAIRS       |  fBodyAccMag.mean..       |  -0.472538484
10       |  WALKING_UPSTAIRS       |  fBodyAccMag.meanFreq..       |  -0.192500455866667
10       |  WALKING_UPSTAIRS       |  fBodyAccMag.std..       |  -0.517039707
10       |  WALKING_UPSTAIRS       |  fBodyBodyAccJerkMag.mean..       |  -0.60273164
10       |  WALKING_UPSTAIRS       |  fBodyBodyAccJerkMag.meanFreq..       |  0.0812514457176667
10       |  WALKING_UPSTAIRS       |  fBodyBodyAccJerkMag.std..       |  -0.674797449666667
10       |  WALKING_UPSTAIRS       |  fBodyBodyGyroJerkMag.mean..       |  -0.793398294666667
10       |  WALKING_UPSTAIRS       |  fBodyBodyGyroJerkMag.meanFreq..       |  0.00906890759133333
10       |  WALKING_UPSTAIRS       |  fBodyBodyGyroJerkMag.std..       |  -0.822780382333333
10       |  WALKING_UPSTAIRS       |  fBodyBodyGyroMag.mean..       |  -0.518786027666667
10       |  WALKING_UPSTAIRS       |  fBodyBodyGyroMag.meanFreq..       |  -0.346121840466667
10       |  WALKING_UPSTAIRS       |  fBodyBodyGyroMag.std..       |  -0.359370166633333
10       |  WALKING_UPSTAIRS       |  fBodyGyro.mean...X       |  -0.436481565833333
10       |  WALKING_UPSTAIRS       |  fBodyGyro.mean...Y       |  -0.571086379333333
10       |  WALKING_UPSTAIRS       |  fBodyGyro.mean...Z       |  -0.534028041333333
10       |  WALKING_UPSTAIRS       |  fBodyGyro.meanFreq...X       |  -0.327024114833333
10       |  WALKING_UPSTAIRS       |  fBodyGyro.meanFreq...Y       |  -0.470701985666667
10       |  WALKING_UPSTAIRS       |  fBodyGyro.meanFreq...Z       |  -0.2828395795
10       |  WALKING_UPSTAIRS       |  fBodyGyro.std...X       |  -0.497244887
10       |  WALKING_UPSTAIRS       |  fBodyGyro.std...Y       |  -0.270844080666667
10       |  WALKING_UPSTAIRS       |  fBodyGyro.std...Z       |  -0.539581676
10       |  WALKING_UPSTAIRS       |  tBodyAcc.mean...X       |  0.26876572
10       |  WALKING_UPSTAIRS       |  tBodyAcc.mean...Y       |  -0.0275527430066667
10       |  WALKING_UPSTAIRS       |  tBodyAcc.mean...Z       |  -0.1185954998
10       |  WALKING_UPSTAIRS       |  tBodyAcc.std...X       |  -0.425240587
10       |  WALKING_UPSTAIRS       |  tBodyAcc.std...Y       |  -0.180579680166667
10       |  WALKING_UPSTAIRS       |  tBodyAcc.std...Z       |  -0.235654860333333
10       |  WALKING_UPSTAIRS       |  tBodyAccJerk.mean...X       |  0.0850836526
10       |  WALKING_UPSTAIRS       |  tBodyAccJerk.mean...Y       |  0.01054876717
10       |  WALKING_UPSTAIRS       |  tBodyAccJerk.mean...Z       |  -0.021314849858
10       |  WALKING_UPSTAIRS       |  tBodyAccJerk.std...X       |  -0.617865433333333
10       |  WALKING_UPSTAIRS       |  tBodyAccJerk.std...Y       |  -0.572074476333333
10       |  WALKING_UPSTAIRS       |  tBodyAccJerk.std...Z       |  -0.778822039666667
10       |  WALKING_UPSTAIRS       |  tBodyAccJerkMag.mean..       |  -0.630155598333333
10       |  WALKING_UPSTAIRS       |  tBodyAccJerkMag.std..       |  -0.631736997
10       |  WALKING_UPSTAIRS       |  tBodyAccMag.mean..       |  -0.263222228
10       |  WALKING_UPSTAIRS       |  tBodyAccMag.std..       |  -0.445368834
10       |  WALKING_UPSTAIRS       |  tBodyGyro.mean...X       |  0.0781327874
10       |  WALKING_UPSTAIRS       |  tBodyGyro.mean...Y       |  -0.12022353236
10       |  WALKING_UPSTAIRS       |  tBodyGyro.mean...Z       |  0.07311768958
10       |  WALKING_UPSTAIRS       |  tBodyGyro.std...X       |  -0.4790289555
10       |  WALKING_UPSTAIRS       |  tBodyGyro.std...Y       |  -0.36486645
10       |  WALKING_UPSTAIRS       |  tBodyGyro.std...Z       |  -0.503576243
10       |  WALKING_UPSTAIRS       |  tBodyGyroJerk.mean...X       |  -0.1234286265
10       |  WALKING_UPSTAIRS       |  tBodyGyroJerk.mean...Y       |  -0.0351490866666667
10       |  WALKING_UPSTAIRS       |  tBodyGyroJerk.mean...Z       |  -0.0569034094473333
10       |  WALKING_UPSTAIRS       |  tBodyGyroJerk.std...X       |  -0.651642111333333
10       |  WALKING_UPSTAIRS       |  tBodyGyroJerk.std...Y       |  -0.809514782
10       |  WALKING_UPSTAIRS       |  tBodyGyroJerk.std...Z       |  -0.706667749
10       |  WALKING_UPSTAIRS       |  tBodyGyroJerkMag.mean..       |  -0.740176331666667
10       |  WALKING_UPSTAIRS       |  tBodyGyroJerkMag.std..       |  -0.799599793333333
10       |  WALKING_UPSTAIRS       |  tBodyGyroMag.mean..       |  -0.263556141233333
10       |  WALKING_UPSTAIRS       |  tBodyGyroMag.std..       |  -0.35049190399
10       |  WALKING_UPSTAIRS       |  tGravityAcc.mean...X       |  0.938177457
10       |  WALKING_UPSTAIRS       |  tGravityAcc.mean...Y       |  -0.240786677333333
10       |  WALKING_UPSTAIRS       |  tGravityAcc.mean...Z       |  -0.01808327885
10       |  WALKING_UPSTAIRS       |  tGravityAcc.std...X       |  -0.963692034666667
10       |  WALKING_UPSTAIRS       |  tGravityAcc.std...Y       |  -0.945670923666667
10       |  WALKING_UPSTAIRS       |  tGravityAcc.std...Z       |  -0.896436251
10       |  WALKING_UPSTAIRS       |  tGravityAccMag.mean..       |  -0.263222228
10       |  WALKING_UPSTAIRS       |  tGravityAccMag.std..       |  -0.445368834
11       |  LAYING       |  angle.X.gravityMean.       |  0.410902149384615
11       |  LAYING       |  angle.Y.gravityMean.       |  -0.512391751230769
11       |  LAYING       |  angle.Z.gravityMean.       |  -0.463402676923077
11       |  LAYING       |  angle.tBodyAccJerkMean..gravityMean.       |  0.0285001830563077
11       |  LAYING       |  angle.tBodyAccMean.gravity.       |  0.00780201507692308
11       |  LAYING       |  angle.tBodyGyroJerkMean.gravityMean.       |  0.0290040708784615
11       |  LAYING       |  angle.tBodyGyroMean.gravityMean.       |  0.00323848521692308
11       |  LAYING       |  fBodyAcc.mean...X       |  -0.985179972153846
11       |  LAYING       |  fBodyAcc.mean...Y       |  -0.984909884615385
11       |  LAYING       |  fBodyAcc.mean...Z       |  -0.988606906307692
11       |  LAYING       |  fBodyAcc.meanFreq...X       |  -0.0975278056098923
11       |  LAYING       |  fBodyAcc.meanFreq...Y       |  0.264460073876923
11       |  LAYING       |  fBodyAcc.meanFreq...Z       |  0.324275538923077
11       |  LAYING       |  fBodyAcc.std...X       |  -0.984321858307692
11       |  LAYING       |  fBodyAcc.std...Y       |  -0.986746450769231
11       |  LAYING       |  fBodyAcc.std...Z       |  -0.987224804307692
11       |  LAYING       |  fBodyAccJerk.mean...X       |  -0.986404709384615
11       |  LAYING       |  fBodyAccJerk.mean...Y       |  -0.985865325230769
11       |  LAYING       |  fBodyAccJerk.mean...Z       |  -0.989116865846154
11       |  LAYING       |  fBodyAccJerk.meanFreq...X       |  0.159761097664615
11       |  LAYING       |  fBodyAccJerk.meanFreq...Y       |  0.0551692814758462
11       |  LAYING       |  fBodyAccJerk.meanFreq...Z       |  0.166856209441538
11       |  LAYING       |  fBodyAccJerk.std...X       |  -0.986641245846154
11       |  LAYING       |  fBodyAccJerk.std...Y       |  -0.986210701230769
11       |  LAYING       |  fBodyAccJerk.std...Z       |  -0.990744752923077
11       |  LAYING       |  fBodyAccMag.mean..       |  -0.986788412
11       |  LAYING       |  fBodyAccMag.meanFreq..       |  0.339472649138462
11       |  LAYING       |  fBodyAccMag.std..       |  -0.987648484461539
11       |  LAYING       |  fBodyBodyAccJerkMag.mean..       |  -0.988548418307692
11       |  LAYING       |  fBodyBodyAccJerkMag.meanFreq..       |  0.393635924092308
11       |  LAYING       |  fBodyBodyAccJerkMag.std..       |  -0.989710656769231
11       |  LAYING       |  fBodyBodyGyroJerkMag.mean..       |  -0.991901007538462
11       |  LAYING       |  fBodyBodyGyroJerkMag.meanFreq..       |  0.320132235323077
11       |  LAYING       |  fBodyBodyGyroJerkMag.std..       |  -0.992737961692308
11       |  LAYING       |  fBodyBodyGyroMag.mean..       |  -0.984329092153846
11       |  LAYING       |  fBodyBodyGyroMag.meanFreq..       |  0.159375426572308
11       |  LAYING       |  fBodyBodyGyroMag.std..       |  -0.981468841692308
11       |  LAYING       |  fBodyGyro.mean...X       |  -0.992436927692308
11       |  LAYING       |  fBodyGyro.mean...Y       |  -0.985611171384615
11       |  LAYING       |  fBodyGyro.mean...Z       |  -0.984999291538462
11       |  LAYING       |  fBodyGyro.meanFreq...X       |  0.0551564162938462
11       |  LAYING       |  fBodyGyro.meanFreq...Y       |  -0.0556054116769231
11       |  LAYING       |  fBodyGyro.meanFreq...Z       |  0.193083855989231
11       |  LAYING       |  fBodyGyro.std...X       |  -0.993019371692308
11       |  LAYING       |  fBodyGyro.std...Y       |  -0.983457774923077
11       |  LAYING       |  fBodyGyro.std...Z       |  -0.986483048153846
11       |  LAYING       |  tBodyAcc.mean...X       |  0.274691576923077
11       |  LAYING       |  tBodyAcc.mean...Y       |  -0.0173937684615385
11       |  LAYING       |  tBodyAcc.mean...Z       |  -0.107698927907692
11       |  LAYING       |  tBodyAcc.std...X       |  -0.984527649230769
11       |  LAYING       |  tBodyAcc.std...Y       |  -0.986160920923077
11       |  LAYING       |  tBodyAcc.std...Z       |  -0.987658662307692
11       |  LAYING       |  tBodyAccJerk.mean...X       |  0.0749985010769231
11       |  LAYING       |  tBodyAccJerk.mean...Y       |  0.0117018961415385
11       |  LAYING       |  tBodyAccJerk.mean...Z       |  -0.00121344813430769
11       |  LAYING       |  tBodyAccJerk.std...X       |  -0.985921071076923
11       |  LAYING       |  tBodyAccJerk.std...Y       |  -0.985554339384615
11       |  LAYING       |  tBodyAccJerk.std...Z       |  -0.990660246153846
11       |  LAYING       |  tBodyAccJerkMag.mean..       |  -0.98832154
11       |  LAYING       |  tBodyAccJerkMag.std..       |  -0.989526277538462
11       |  LAYING       |  tBodyAccMag.mean..       |  -0.986456241538462
11       |  LAYING       |  tBodyAccMag.std..       |  -0.986464542615385
11       |  LAYING       |  tBodyGyro.mean...X       |  -0.02517618068
11       |  LAYING       |  tBodyGyro.mean...Y       |  -0.0837587308153846
11       |  LAYING       |  tBodyGyro.mean...Z       |  0.0937781948153846
11       |  LAYING       |  tBodyGyro.std...X       |  -0.992872598
11       |  LAYING       |  tBodyGyro.std...Y       |  -0.984202872923077
11       |  LAYING       |  tBodyGyro.std...Z       |  -0.985108386307692
11       |  LAYING       |  tBodyGyroJerk.mean...X       |  -0.0997154236307692
11       |  LAYING       |  tBodyGyroJerk.mean...Y       |  -0.0393440191846154
11       |  LAYING       |  tBodyGyroJerk.mean...Z       |  -0.0593135986615385
11       |  LAYING       |  tBodyGyroJerk.std...X       |  -0.996104441384615
11       |  LAYING       |  tBodyGyroJerk.std...Y       |  -0.990547638769231
11       |  LAYING       |  tBodyGyroJerk.std...Z       |  -0.992548101846154
11       |  LAYING       |  tBodyGyroJerkMag.mean..       |  -0.993095122615385
11       |  LAYING       |  tBodyGyroJerkMag.std..       |  -0.992153054
11       |  LAYING       |  tBodyGyroMag.mean..       |  -0.980740846769231
11       |  LAYING       |  tBodyGyroMag.std..       |  -0.980560877846154
11       |  LAYING       |  tGravityAcc.mean...X       |  -0.220600509076923
11       |  LAYING       |  tGravityAcc.mean...Y       |  0.719755403692308
11       |  LAYING       |  tGravityAcc.mean...Z       |  0.605495317692308
11       |  LAYING       |  tGravityAcc.std...X       |  -0.982715987538462
11       |  LAYING       |  tGravityAcc.std...Y       |  -0.994093522615385
11       |  LAYING       |  tGravityAcc.std...Z       |  -0.990957249538462
11       |  LAYING       |  tGravityAccMag.mean..       |  -0.986456241538462
11       |  LAYING       |  tGravityAccMag.std..       |  -0.986464542615385
11       |  SITTING       |  angle.X.gravityMean.       |  -0.813303464634146
11       |  SITTING       |  angle.Y.gravityMean.       |  0.0481870666139024
11       |  SITTING       |  angle.Z.gravityMean.       |  -0.0662901698780488
11       |  SITTING       |  angle.tBodyAccJerkMean..gravityMean.       |  0.0166823518073171
11       |  SITTING       |  angle.tBodyAccMean.gravity.       |  0.00681732353902439
11       |  SITTING       |  angle.tBodyGyroJerkMean.gravityMean.       |  -0.0239102180414634
11       |  SITTING       |  angle.tBodyGyroMean.gravityMean.       |  -0.0656831851707317
11       |  SITTING       |  fBodyAcc.mean...X       |  -0.993868362682927
11       |  SITTING       |  fBodyAcc.mean...Y       |  -0.979319981951219
11       |  SITTING       |  fBodyAcc.mean...Z       |  -0.983055260731707
11       |  SITTING       |  fBodyAcc.meanFreq...X       |  0.0446801539780488
11       |  SITTING       |  fBodyAcc.meanFreq...Y       |  0.166511164060976
11       |  SITTING       |  fBodyAcc.meanFreq...Z       |  0.15768189287561
11       |  SITTING       |  fBodyAcc.std...X       |  -0.995296590487805
11       |  SITTING       |  fBodyAcc.std...Y       |  -0.979002450487805
11       |  SITTING       |  fBodyAcc.std...Z       |  -0.975724657317073
11       |  SITTING       |  fBodyAccJerk.mean...X       |  -0.992521203170732
11       |  SITTING       |  fBodyAccJerk.mean...Y       |  -0.984445672682927
11       |  SITTING       |  fBodyAccJerk.mean...Z       |  -0.988466994390244
11       |  SITTING       |  fBodyAccJerk.meanFreq...X       |  0.240935492146341
11       |  SITTING       |  fBodyAccJerk.meanFreq...Y       |  0.00378540521219512
11       |  SITTING       |  fBodyAccJerk.meanFreq...Z       |  0.0447952393073171
11       |  SITTING       |  fBodyAccJerk.std...X       |  -0.992547244634146
11       |  SITTING       |  fBodyAccJerk.std...Y       |  -0.986358464634146
11       |  SITTING       |  fBodyAccJerk.std...Z       |  -0.990047285853659
11       |  SITTING       |  fBodyAccMag.mean..       |  -0.986585806341463
11       |  SITTING       |  fBodyAccMag.meanFreq..       |  0.307992173317073
11       |  SITTING       |  fBodyAccMag.std..       |  -0.985033592195122
11       |  SITTING       |  fBodyBodyAccJerkMag.mean..       |  -0.99089033804878
11       |  SITTING       |  fBodyBodyAccJerkMag.meanFreq..       |  0.461037342539024
11       |  SITTING       |  fBodyBodyAccJerkMag.std..       |  -0.991736370487805
